data;ano;mes;continente;pais;uf;chegadas
2020-01-01;2020;janeiro;África;África do Sul;Ceará;0
2020-01-01;2020;janeiro;África;Angola;Ceará;1
2020-01-01;2020;janeiro;África;Cabo Verde;Ceará;74
2020-01-01;2020;janeiro;África;Egito;Ceará;1
2020-01-01;2020;janeiro;África;Gana;Ceará;0
2020-01-01;2020;janeiro;África;Marrocos;Ceará;0
2020-01-01;2020;janeiro;África;Moçambique;Ceará;0
2020-01-01;2020;janeiro;África;Nigéria;Ceará;0
2020-01-01;2020;janeiro;África;Quênia;Ceará;0
2020-01-01;2020;janeiro;África;Tunísia;Ceará;11
2020-01-01;2020;janeiro;África;Outros países;Ceará;13
2020-01-01;2020;janeiro;América Central e Caribe;Costa Rica;Ceará;2
2020-01-01;2020;janeiro;América Central e Caribe;Cuba;Ceará;0
2020-01-01;2020;janeiro;América Central e Caribe;El Salvador;Ceará;0
2020-01-01;2020;janeiro;América Central e Caribe;Guatemala;Ceará;0
2020-01-01;2020;janeiro;América Central e Caribe;Haiti;Ceará;4
2020-01-01;2020;janeiro;América Central e Caribe;Honduras;Ceará;0
2020-01-01;2020;janeiro;América Central e Caribe;Nicarágua;Ceará;0
2020-01-01;2020;janeiro;América Central e Caribe;Panamá;Ceará;0
2020-01-01;2020;janeiro;América Central e Caribe;República Dominicana;Ceará;0
2020-01-01;2020;janeiro;América Central e Caribe;Trinidad e Tobago;Ceará;0
2020-01-01;2020;janeiro;América Central e Caribe;Outros países;Ceará;0
2020-01-01;2020;janeiro;América do Norte;Canadá;Ceará;5
2020-01-01;2020;janeiro;América do Norte;Estados Unidos;Ceará;378
2020-01-01;2020;janeiro;América do Norte;México;Ceará;2
2020-01-01;2020;janeiro;América do Sul;Argentina;Ceará;427
2020-01-01;2020;janeiro;América do Sul;Bolívia;Ceará;2
2020-01-01;2020;janeiro;América do Sul;Chile;Ceará;6
2020-01-01;2020;janeiro;América do Sul;Colômbia;Ceará;3
2020-01-01;2020;janeiro;América do Sul;Equador;Ceará;0
2020-01-01;2020;janeiro;América do Sul;Guiana;Ceará;1
2020-01-01;2020;janeiro;América do Sul;Guiana Francesa;Ceará;0
2020-01-01;2020;janeiro;América do Sul;Paraguai;Ceará;1
2020-01-01;2020;janeiro;América do Sul;Peru;Ceará;3
2020-01-01;2020;janeiro;América do Sul;Suriname;Ceará;0
2020-01-01;2020;janeiro;América do Sul;Uruguai;Ceará;1
2020-01-01;2020;janeiro;América do Sul;Venezuela;Ceará;1
2020-01-01;2020;janeiro;Ásia;Arábia Saudita;Ceará;0
2020-01-01;2020;janeiro;Ásia;Bangladesh;Ceará;0
2020-01-01;2020;janeiro;Ásia;China;Ceará;5
2020-01-01;2020;janeiro;Ásia;China, Hong Kong;Ceará;0
2020-01-01;2020;janeiro;Ásia;Cingapura;Ceará;0
2020-01-01;2020;janeiro;Ásia;Filipinas;Ceará;0
2020-01-01;2020;janeiro;Ásia;Índia;Ceará;5
2020-01-01;2020;janeiro;Ásia;Indonésia;Ceará;0
2020-01-01;2020;janeiro;Ásia;Irã;Ceará;0
2020-01-01;2020;janeiro;Ásia;Israel;Ceará;24
2020-01-01;2020;janeiro;Ásia;Japão;Ceará;1
2020-01-01;2020;janeiro;Ásia;Líbano;Ceará;0
2020-01-01;2020;janeiro;Ásia;Malásia;Ceará;0
2020-01-01;2020;janeiro;Ásia;Paquistão;Ceará;0
2020-01-01;2020;janeiro;Ásia;República da Coreia;Ceará;11
2020-01-01;2020;janeiro;Ásia;Síria;Ceará;1
2020-01-01;2020;janeiro;Ásia;Tailândia;Ceará;0
2020-01-01;2020;janeiro;Ásia;Taiwan;Ceará;3
2020-01-01;2020;janeiro;Ásia;Outros países;Ceará;5
2020-01-01;2020;janeiro;Europa;Alemanha;Ceará;456
2020-01-01;2020;janeiro;Europa;Áustria;Ceará;62
2020-01-01;2020;janeiro;Europa;Bélgica;Ceará;88
2020-01-01;2020;janeiro;Europa;Bulgária;Ceará;2
2020-01-01;2020;janeiro;Europa;Croácia;Ceará;0
2020-01-01;2020;janeiro;Europa;Dinamarca;Ceará;75
2020-01-01;2020;janeiro;Europa;Eslováquia;Ceará;6
2020-01-01;2020;janeiro;Europa;Eslovênia;Ceará;17
2020-01-01;2020;janeiro;Europa;Espanha;Ceará;284
2020-01-01;2020;janeiro;Europa;Estônia;Ceará;7
2020-01-01;2020;janeiro;Europa;Finlândia;Ceará;26
2020-01-01;2020;janeiro;Europa;França;Ceará;895
2020-01-01;2020;janeiro;Europa;Grécia;Ceará;13
2020-01-01;2020;janeiro;Europa;Holanda;Ceará;790
2020-01-01;2020;janeiro;Europa;Hungria;Ceará;15
2020-01-01;2020;janeiro;Europa;Irlanda;Ceará;26
2020-01-01;2020;janeiro;Europa;Itália;Ceará;1328
2020-01-01;2020;janeiro;Europa;Letônia;Ceará;0
2020-01-01;2020;janeiro;Europa;Lituânia;Ceará;12
2020-01-01;2020;janeiro;Europa;Luxemburgo;Ceará;3
2020-01-01;2020;janeiro;Europa;Noruega;Ceará;168
2020-01-01;2020;janeiro;Europa;Polônia;Ceará;68
2020-01-01;2020;janeiro;Europa;Portugal;Ceará;1394
2020-01-01;2020;janeiro;Europa;Reino Unido;Ceará;128
2020-01-01;2020;janeiro;Europa;República Tcheca;Ceará;33
2020-01-01;2020;janeiro;Europa;Romênia;Ceará;11
2020-01-01;2020;janeiro;Europa;Rússia;Ceará;19
2020-01-01;2020;janeiro;Europa;Sérvia;Ceará;4
2020-01-01;2020;janeiro;Europa;Suécia;Ceará;73
2020-01-01;2020;janeiro;Europa;Suíça;Ceará;201
2020-01-01;2020;janeiro;Europa;Turquia;Ceará;9
2020-01-01;2020;janeiro;Europa;Ucrânia;Ceará;8
2020-01-01;2020;janeiro;Europa;Outros países;Ceará;8
2020-01-01;2020;janeiro;Oceania;Austrália;Ceará;2
2020-01-01;2020;janeiro;Oceania;Nova Zelândia;Ceará;0
2020-01-01;2020;janeiro;Oceania;Outros países;Ceará;0
2020-01-01;2020;janeiro;Continente não especificado;Países não especificados;Ceará;0
2020-02-01;2020;fevereiro;África;África do Sul;Ceará;1
2020-02-01;2020;fevereiro;África;Angola;Ceará;2
2020-02-01;2020;fevereiro;África;Cabo Verde;Ceará;49
2020-02-01;2020;fevereiro;África;Egito;Ceará;3
2020-02-01;2020;fevereiro;África;Gana;Ceará;0
2020-02-01;2020;fevereiro;África;Marrocos;Ceará;7
2020-02-01;2020;fevereiro;África;Moçambique;Ceará;0
2020-02-01;2020;fevereiro;África;Nigéria;Ceará;0
2020-02-01;2020;fevereiro;África;Quênia;Ceará;1
2020-02-01;2020;fevereiro;África;Tunísia;Ceará;1
2020-02-01;2020;fevereiro;África;Outros países;Ceará;17
2020-02-01;2020;fevereiro;América Central e Caribe;Costa Rica;Ceará;0
2020-02-01;2020;fevereiro;América Central e Caribe;Cuba;Ceará;3
2020-02-01;2020;fevereiro;América Central e Caribe;El Salvador;Ceará;1
2020-02-01;2020;fevereiro;América Central e Caribe;Guatemala;Ceará;3
2020-02-01;2020;fevereiro;América Central e Caribe;Haiti;Ceará;0
2020-02-01;2020;fevereiro;América Central e Caribe;Honduras;Ceará;0
2020-02-01;2020;fevereiro;América Central e Caribe;Nicarágua;Ceará;0
2020-02-01;2020;fevereiro;América Central e Caribe;Panamá;Ceará;0
2020-02-01;2020;fevereiro;América Central e Caribe;República Dominicana;Ceará;1
2020-02-01;2020;fevereiro;América Central e Caribe;Trinidad e Tobago;Ceará;0
2020-02-01;2020;fevereiro;América Central e Caribe;Outros países;Ceará;1
2020-02-01;2020;fevereiro;América do Norte;Canadá;Ceará;5
2020-02-01;2020;fevereiro;América do Norte;Estados Unidos;Ceará;438
2020-02-01;2020;fevereiro;América do Norte;México;Ceará;0
2020-02-01;2020;fevereiro;América do Sul;Argentina;Ceará;516
2020-02-01;2020;fevereiro;América do Sul;Bolívia;Ceará;1
2020-02-01;2020;fevereiro;América do Sul;Chile;Ceará;6
2020-02-01;2020;fevereiro;América do Sul;Colômbia;Ceará;5
2020-02-01;2020;fevereiro;América do Sul;Equador;Ceará;1
2020-02-01;2020;fevereiro;América do Sul;Guiana;Ceará;0
2020-02-01;2020;fevereiro;América do Sul;Guiana Francesa;Ceará;0
2020-02-01;2020;fevereiro;América do Sul;Paraguai;Ceará;9
2020-02-01;2020;fevereiro;América do Sul;Peru;Ceará;8
2020-02-01;2020;fevereiro;América do Sul;Suriname;Ceará;1
2020-02-01;2020;fevereiro;América do Sul;Uruguai;Ceará;8
2020-02-01;2020;fevereiro;América do Sul;Venezuela;Ceará;2
2020-02-01;2020;fevereiro;Ásia;Arábia Saudita;Ceará;0
2020-02-01;2020;fevereiro;Ásia;Bangladesh;Ceará;0
2020-02-01;2020;fevereiro;Ásia;China;Ceará;5
2020-02-01;2020;fevereiro;Ásia;China, Hong Kong;Ceará;0
2020-02-01;2020;fevereiro;Ásia;Cingapura;Ceará;2
2020-02-01;2020;fevereiro;Ásia;Filipinas;Ceará;1
2020-02-01;2020;fevereiro;Ásia;Índia;Ceará;5
2020-02-01;2020;fevereiro;Ásia;Indonésia;Ceará;1
2020-02-01;2020;fevereiro;Ásia;Irã;Ceará;0
2020-02-01;2020;fevereiro;Ásia;Israel;Ceará;25
2020-02-01;2020;fevereiro;Ásia;Japão;Ceará;7
2020-02-01;2020;fevereiro;Ásia;Líbano;Ceará;0
2020-02-01;2020;fevereiro;Ásia;Malásia;Ceará;0
2020-02-01;2020;fevereiro;Ásia;Paquistão;Ceará;0
2020-02-01;2020;fevereiro;Ásia;República da Coreia;Ceará;4
2020-02-01;2020;fevereiro;Ásia;Síria;Ceará;0
2020-02-01;2020;fevereiro;Ásia;Tailândia;Ceará;0
2020-02-01;2020;fevereiro;Ásia;Taiwan;Ceará;0
2020-02-01;2020;fevereiro;Ásia;Outros países;Ceará;1
2020-02-01;2020;fevereiro;Europa;Alemanha;Ceará;526
2020-02-01;2020;fevereiro;Europa;Áustria;Ceará;44
2020-02-01;2020;fevereiro;Europa;Bélgica;Ceará;95
2020-02-01;2020;fevereiro;Europa;Bulgária;Ceará;2
2020-02-01;2020;fevereiro;Europa;Croácia;Ceará;0
2020-02-01;2020;fevereiro;Europa;Dinamarca;Ceará;101
2020-02-01;2020;fevereiro;Europa;Eslováquia;Ceará;9
2020-02-01;2020;fevereiro;Europa;Eslovênia;Ceará;9
2020-02-01;2020;fevereiro;Europa;Espanha;Ceará;184
2020-02-01;2020;fevereiro;Europa;Estônia;Ceará;0
2020-02-01;2020;fevereiro;Europa;Finlândia;Ceará;14
2020-02-01;2020;fevereiro;Europa;França;Ceará;1422
2020-02-01;2020;fevereiro;Europa;Grécia;Ceará;13
2020-02-01;2020;fevereiro;Europa;Holanda;Ceará;756
2020-02-01;2020;fevereiro;Europa;Hungria;Ceará;14
2020-02-01;2020;fevereiro;Europa;Irlanda;Ceará;12
2020-02-01;2020;fevereiro;Europa;Itália;Ceará;734
2020-02-01;2020;fevereiro;Europa;Letônia;Ceará;3
2020-02-01;2020;fevereiro;Europa;Lituânia;Ceará;3
2020-02-01;2020;fevereiro;Europa;Luxemburgo;Ceará;7
2020-02-01;2020;fevereiro;Europa;Noruega;Ceará;248
2020-02-01;2020;fevereiro;Europa;Polônia;Ceará;93
2020-02-01;2020;fevereiro;Europa;Portugal;Ceará;1295
2020-02-01;2020;fevereiro;Europa;Reino Unido;Ceará;116
2020-02-01;2020;fevereiro;Europa;República Tcheca;Ceará;21
2020-02-01;2020;fevereiro;Europa;Romênia;Ceará;8
2020-02-01;2020;fevereiro;Europa;Rússia;Ceará;24
2020-02-01;2020;fevereiro;Europa;Sérvia;Ceará;4
2020-02-01;2020;fevereiro;Europa;Suécia;Ceará;61
2020-02-01;2020;fevereiro;Europa;Suíça;Ceará;201
2020-02-01;2020;fevereiro;Europa;Turquia;Ceará;21
2020-02-01;2020;fevereiro;Europa;Ucrânia;Ceará;3
2020-02-01;2020;fevereiro;Europa;Outros países;Ceará;8
2020-02-01;2020;fevereiro;Oceania;Austrália;Ceará;3
2020-02-01;2020;fevereiro;Oceania;Nova Zelândia;Ceará;1
2020-02-01;2020;fevereiro;Oceania;Outros países;Ceará;0
2020-02-01;2020;fevereiro;Continente não especificado;Países não especificados;Ceará;0
2020-03-01;2020;março;África;África do Sul;Ceará;0
2020-03-01;2020;março;África;Angola;Ceará;0
2020-03-01;2020;março;África;Cabo Verde;Ceará;80
2020-03-01;2020;março;África;Egito;Ceará;1
2020-03-01;2020;março;África;Gana;Ceará;0
2020-03-01;2020;março;África;Marrocos;Ceará;1
2020-03-01;2020;março;África;Moçambique;Ceará;0
2020-03-01;2020;março;África;Nigéria;Ceará;0
2020-03-01;2020;março;África;Quênia;Ceará;0
2020-03-01;2020;março;África;Tunísia;Ceará;0
2020-03-01;2020;março;África;Outros países;Ceará;7
2020-03-01;2020;março;América Central e Caribe;Costa Rica;Ceará;0
2020-03-01;2020;março;América Central e Caribe;Cuba;Ceará;0
2020-03-01;2020;março;América Central e Caribe;El Salvador;Ceará;0
2020-03-01;2020;março;América Central e Caribe;Guatemala;Ceará;0
2020-03-01;2020;março;América Central e Caribe;Haiti;Ceará;1
2020-03-01;2020;março;América Central e Caribe;Honduras;Ceará;0
2020-03-01;2020;março;América Central e Caribe;Nicarágua;Ceará;0
2020-03-01;2020;março;América Central e Caribe;Panamá;Ceará;0
2020-03-01;2020;março;América Central e Caribe;República Dominicana;Ceará;0
2020-03-01;2020;março;América Central e Caribe;Trinidad e Tobago;Ceará;0
2020-03-01;2020;março;América Central e Caribe;Outros países;Ceará;0
2020-03-01;2020;março;América do Norte;Canadá;Ceará;2
2020-03-01;2020;março;América do Norte;Estados Unidos;Ceará;168
2020-03-01;2020;março;América do Norte;México;Ceará;0
2020-03-01;2020;março;América do Sul;Argentina;Ceará;173
2020-03-01;2020;março;América do Sul;Bolívia;Ceará;0
2020-03-01;2020;março;América do Sul;Chile;Ceará;0
2020-03-01;2020;março;América do Sul;Colômbia;Ceará;3
2020-03-01;2020;março;América do Sul;Equador;Ceará;1
2020-03-01;2020;março;América do Sul;Guiana;Ceará;0
2020-03-01;2020;março;América do Sul;Guiana Francesa;Ceará;0
2020-03-01;2020;março;América do Sul;Paraguai;Ceará;1
2020-03-01;2020;março;América do Sul;Peru;Ceará;6
2020-03-01;2020;março;América do Sul;Suriname;Ceará;0
2020-03-01;2020;março;América do Sul;Uruguai;Ceará;2
2020-03-01;2020;março;América do Sul;Venezuela;Ceará;3
2020-03-01;2020;março;Ásia;Arábia Saudita;Ceará;0
2020-03-01;2020;março;Ásia;Bangladesh;Ceará;0
2020-03-01;2020;março;Ásia;China;Ceará;0
2020-03-01;2020;março;Ásia;China, Hong Kong;Ceará;0
2020-03-01;2020;março;Ásia;Cingapura;Ceará;0
2020-03-01;2020;março;Ásia;Filipinas;Ceará;0
2020-03-01;2020;março;Ásia;Índia;Ceará;0
2020-03-01;2020;março;Ásia;Indonésia;Ceará;0
2020-03-01;2020;março;Ásia;Irã;Ceará;0
2020-03-01;2020;março;Ásia;Israel;Ceará;8
2020-03-01;2020;março;Ásia;Japão;Ceará;1
2020-03-01;2020;março;Ásia;Líbano;Ceará;0
2020-03-01;2020;março;Ásia;Malásia;Ceará;0
2020-03-01;2020;março;Ásia;Paquistão;Ceará;1
2020-03-01;2020;março;Ásia;República da Coreia;Ceará;0
2020-03-01;2020;março;Ásia;Síria;Ceará;0
2020-03-01;2020;março;Ásia;Tailândia;Ceará;0
2020-03-01;2020;março;Ásia;Taiwan;Ceará;0
2020-03-01;2020;março;Ásia;Outros países;Ceará;1
2020-03-01;2020;março;Europa;Alemanha;Ceará;295
2020-03-01;2020;março;Europa;Áustria;Ceará;7
2020-03-01;2020;março;Europa;Bélgica;Ceará;31
2020-03-01;2020;março;Europa;Bulgária;Ceará;0
2020-03-01;2020;março;Europa;Croácia;Ceará;2
2020-03-01;2020;março;Europa;Dinamarca;Ceará;13
2020-03-01;2020;março;Europa;Eslováquia;Ceará;2
2020-03-01;2020;março;Europa;Eslovênia;Ceará;8
2020-03-01;2020;março;Europa;Espanha;Ceará;63
2020-03-01;2020;março;Europa;Estônia;Ceará;0
2020-03-01;2020;março;Europa;Finlândia;Ceará;2
2020-03-01;2020;março;Europa;França;Ceará;321
2020-03-01;2020;março;Europa;Grécia;Ceará;4
2020-03-01;2020;março;Europa;Holanda;Ceará;319
2020-03-01;2020;março;Europa;Hungria;Ceará;5
2020-03-01;2020;março;Europa;Irlanda;Ceará;3
2020-03-01;2020;março;Europa;Itália;Ceará;199
2020-03-01;2020;março;Europa;Letônia;Ceará;8
2020-03-01;2020;março;Europa;Lituânia;Ceará;1
2020-03-01;2020;março;Europa;Luxemburgo;Ceará;1
2020-03-01;2020;março;Europa;Noruega;Ceará;48
2020-03-01;2020;março;Europa;Polônia;Ceará;32
2020-03-01;2020;março;Europa;Portugal;Ceará;429
2020-03-01;2020;março;Europa;Reino Unido;Ceará;45
2020-03-01;2020;março;Europa;República Tcheca;Ceará;22
2020-03-01;2020;março;Europa;Romênia;Ceará;4
2020-03-01;2020;março;Europa;Rússia;Ceará;10
2020-03-01;2020;março;Europa;Sérvia;Ceará;3
2020-03-01;2020;março;Europa;Suécia;Ceará;11
2020-03-01;2020;março;Europa;Suíça;Ceará;59
2020-03-01;2020;março;Europa;Turquia;Ceará;1
2020-03-01;2020;março;Europa;Ucrânia;Ceará;3
2020-03-01;2020;março;Europa;Outros países;Ceará;5
2020-03-01;2020;março;Oceania;Austrália;Ceará;0
2020-03-01;2020;março;Oceania;Nova Zelândia;Ceará;0
2020-03-01;2020;março;Oceania;Outros países;Ceará;0
2020-03-01;2020;março;Continente não especificado;Países não especificados;Ceará;0
2020-04-01;2020;abril;África;África do Sul;Ceará;0
2020-04-01;2020;abril;África;Angola;Ceará;0
2020-04-01;2020;abril;África;Cabo Verde;Ceará;0
2020-04-01;2020;abril;África;Egito;Ceará;0
2020-04-01;2020;abril;África;Gana;Ceará;0
2020-04-01;2020;abril;África;Marrocos;Ceará;0
2020-04-01;2020;abril;África;Moçambique;Ceará;0
2020-04-01;2020;abril;África;Nigéria;Ceará;0
2020-04-01;2020;abril;África;Quênia;Ceará;0
2020-04-01;2020;abril;África;Tunísia;Ceará;0
2020-04-01;2020;abril;África;Outros países;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Costa Rica;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Cuba;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;El Salvador;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Guatemala;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Haiti;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Honduras;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Nicarágua;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Panamá;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;República Dominicana;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Trinidad e Tobago;Ceará;0
2020-04-01;2020;abril;América Central e Caribe;Outros países;Ceará;0
2020-04-01;2020;abril;América do Norte;Canadá;Ceará;0
2020-04-01;2020;abril;América do Norte;Estados Unidos;Ceará;0
2020-04-01;2020;abril;América do Norte;México;Ceará;0
2020-04-01;2020;abril;América do Sul;Argentina;Ceará;0
2020-04-01;2020;abril;América do Sul;Bolívia;Ceará;0
2020-04-01;2020;abril;América do Sul;Chile;Ceará;0
2020-04-01;2020;abril;América do Sul;Colômbia;Ceará;0
2020-04-01;2020;abril;América do Sul;Equador;Ceará;0
2020-04-01;2020;abril;América do Sul;Guiana;Ceará;0
2020-04-01;2020;abril;América do Sul;Guiana Francesa;Ceará;0
2020-04-01;2020;abril;América do Sul;Paraguai;Ceará;0
2020-04-01;2020;abril;América do Sul;Peru;Ceará;0
2020-04-01;2020;abril;América do Sul;Suriname;Ceará;0
2020-04-01;2020;abril;América do Sul;Uruguai;Ceará;0
2020-04-01;2020;abril;América do Sul;Venezuela;Ceará;0
2020-04-01;2020;abril;Ásia;Arábia Saudita;Ceará;0
2020-04-01;2020;abril;Ásia;Bangladesh;Ceará;0
2020-04-01;2020;abril;Ásia;China;Ceará;0
2020-04-01;2020;abril;Ásia;China, Hong Kong;Ceará;0
2020-04-01;2020;abril;Ásia;Cingapura;Ceará;0
2020-04-01;2020;abril;Ásia;Filipinas;Ceará;0
2020-04-01;2020;abril;Ásia;Índia;Ceará;0
2020-04-01;2020;abril;Ásia;Indonésia;Ceará;0
2020-04-01;2020;abril;Ásia;Irã;Ceará;0
2020-04-01;2020;abril;Ásia;Israel;Ceará;0
2020-04-01;2020;abril;Ásia;Japão;Ceará;0
2020-04-01;2020;abril;Ásia;Líbano;Ceará;0
2020-04-01;2020;abril;Ásia;Malásia;Ceará;0
2020-04-01;2020;abril;Ásia;Paquistão;Ceará;0
2020-04-01;2020;abril;Ásia;República da Coreia;Ceará;0
2020-04-01;2020;abril;Ásia;Síria;Ceará;0
2020-04-01;2020;abril;Ásia;Tailândia;Ceará;0
2020-04-01;2020;abril;Ásia;Taiwan;Ceará;0
2020-04-01;2020;abril;Ásia;Outros países;Ceará;0
2020-04-01;2020;abril;Europa;Alemanha;Ceará;3
2020-04-01;2020;abril;Europa;Áustria;Ceará;0
2020-04-01;2020;abril;Europa;Bélgica;Ceará;0
2020-04-01;2020;abril;Europa;Bulgária;Ceará;0
2020-04-01;2020;abril;Europa;Croácia;Ceará;0
2020-04-01;2020;abril;Europa;Dinamarca;Ceará;0
2020-04-01;2020;abril;Europa;Eslováquia;Ceará;0
2020-04-01;2020;abril;Europa;Eslovênia;Ceará;0
2020-04-01;2020;abril;Europa;Espanha;Ceará;0
2020-04-01;2020;abril;Europa;Estônia;Ceará;0
2020-04-01;2020;abril;Europa;Finlândia;Ceará;0
2020-04-01;2020;abril;Europa;França;Ceará;0
2020-04-01;2020;abril;Europa;Grécia;Ceará;0
2020-04-01;2020;abril;Europa;Holanda;Ceará;0
2020-04-01;2020;abril;Europa;Hungria;Ceará;0
2020-04-01;2020;abril;Europa;Irlanda;Ceará;0
2020-04-01;2020;abril;Europa;Itália;Ceará;0
2020-04-01;2020;abril;Europa;Letônia;Ceará;0
2020-04-01;2020;abril;Europa;Lituânia;Ceará;0
2020-04-01;2020;abril;Europa;Luxemburgo;Ceará;0
2020-04-01;2020;abril;Europa;Noruega;Ceará;0
2020-04-01;2020;abril;Europa;Polônia;Ceará;0
2020-04-01;2020;abril;Europa;Portugal;Ceará;0
2020-04-01;2020;abril;Europa;Reino Unido;Ceará;0
2020-04-01;2020;abril;Europa;República Tcheca;Ceará;0
2020-04-01;2020;abril;Europa;Romênia;Ceará;0
2020-04-01;2020;abril;Europa;Rússia;Ceará;0
2020-04-01;2020;abril;Europa;Sérvia;Ceará;0
2020-04-01;2020;abril;Europa;Suécia;Ceará;0
2020-04-01;2020;abril;Europa;Suíça;Ceará;0
2020-04-01;2020;abril;Europa;Turquia;Ceará;0
2020-04-01;2020;abril;Europa;Ucrânia;Ceará;0
2020-04-01;2020;abril;Europa;Outros países;Ceará;0
2020-04-01;2020;abril;Oceania;Austrália;Ceará;0
2020-04-01;2020;abril;Oceania;Nova Zelândia;Ceará;0
2020-04-01;2020;abril;Oceania;Outros países;Ceará;0
2020-04-01;2020;abril;Continente não especificado;Países não especificados;Ceará;0
2020-05-01;2020;maio;África;África do Sul;Ceará;0
2020-05-01;2020;maio;África;Angola;Ceará;0
2020-05-01;2020;maio;África;Cabo Verde;Ceará;0
2020-05-01;2020;maio;África;Egito;Ceará;0
2020-05-01;2020;maio;África;Gana;Ceará;0
2020-05-01;2020;maio;África;Marrocos;Ceará;0
2020-05-01;2020;maio;África;Moçambique;Ceará;0
2020-05-01;2020;maio;África;Nigéria;Ceará;0
2020-05-01;2020;maio;África;Quênia;Ceará;0
2020-05-01;2020;maio;África;Tunísia;Ceará;0
2020-05-01;2020;maio;África;Outros países;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Costa Rica;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Cuba;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;El Salvador;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Guatemala;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Haiti;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Honduras;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Nicarágua;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Panamá;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;República Dominicana;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Trinidad e Tobago;Ceará;0
2020-05-01;2020;maio;América Central e Caribe;Outros países;Ceará;0
2020-05-01;2020;maio;América do Norte;Canadá;Ceará;0
2020-05-01;2020;maio;América do Norte;Estados Unidos;Ceará;0
2020-05-01;2020;maio;América do Norte;México;Ceará;0
2020-05-01;2020;maio;América do Sul;Argentina;Ceará;0
2020-05-01;2020;maio;América do Sul;Bolívia;Ceará;0
2020-05-01;2020;maio;América do Sul;Chile;Ceará;0
2020-05-01;2020;maio;América do Sul;Colômbia;Ceará;0
2020-05-01;2020;maio;América do Sul;Equador;Ceará;0
2020-05-01;2020;maio;América do Sul;Guiana;Ceará;0
2020-05-01;2020;maio;América do Sul;Guiana Francesa;Ceará;0
2020-05-01;2020;maio;América do Sul;Paraguai;Ceará;0
2020-05-01;2020;maio;América do Sul;Peru;Ceará;0
2020-05-01;2020;maio;América do Sul;Suriname;Ceará;0
2020-05-01;2020;maio;América do Sul;Uruguai;Ceará;0
2020-05-01;2020;maio;América do Sul;Venezuela;Ceará;0
2020-05-01;2020;maio;Ásia;Arábia Saudita;Ceará;0
2020-05-01;2020;maio;Ásia;Bangladesh;Ceará;0
2020-05-01;2020;maio;Ásia;China;Ceará;0
2020-05-01;2020;maio;Ásia;China, Hong Kong;Ceará;0
2020-05-01;2020;maio;Ásia;Cingapura;Ceará;0
2020-05-01;2020;maio;Ásia;Filipinas;Ceará;0
2020-05-01;2020;maio;Ásia;Índia;Ceará;0
2020-05-01;2020;maio;Ásia;Indonésia;Ceará;0
2020-05-01;2020;maio;Ásia;Irã;Ceará;0
2020-05-01;2020;maio;Ásia;Israel;Ceará;0
2020-05-01;2020;maio;Ásia;Japão;Ceará;0
2020-05-01;2020;maio;Ásia;Líbano;Ceará;0
2020-05-01;2020;maio;Ásia;Malásia;Ceará;0
2020-05-01;2020;maio;Ásia;Paquistão;Ceará;0
2020-05-01;2020;maio;Ásia;República da Coreia;Ceará;0
2020-05-01;2020;maio;Ásia;Síria;Ceará;0
2020-05-01;2020;maio;Ásia;Tailândia;Ceará;0
2020-05-01;2020;maio;Ásia;Taiwan;Ceará;0
2020-05-01;2020;maio;Ásia;Outros países;Ceará;0
2020-05-01;2020;maio;Europa;Alemanha;Ceará;0
2020-05-01;2020;maio;Europa;Áustria;Ceará;0
2020-05-01;2020;maio;Europa;Bélgica;Ceará;0
2020-05-01;2020;maio;Europa;Bulgária;Ceará;0
2020-05-01;2020;maio;Europa;Croácia;Ceará;0
2020-05-01;2020;maio;Europa;Dinamarca;Ceará;0
2020-05-01;2020;maio;Europa;Eslováquia;Ceará;0
2020-05-01;2020;maio;Europa;Eslovênia;Ceará;0
2020-05-01;2020;maio;Europa;Espanha;Ceará;0
2020-05-01;2020;maio;Europa;Estônia;Ceará;0
2020-05-01;2020;maio;Europa;Finlândia;Ceará;0
2020-05-01;2020;maio;Europa;França;Ceará;0
2020-05-01;2020;maio;Europa;Grécia;Ceará;0
2020-05-01;2020;maio;Europa;Holanda;Ceará;0
2020-05-01;2020;maio;Europa;Hungria;Ceará;0
2020-05-01;2020;maio;Europa;Irlanda;Ceará;0
